ENSMUSG	Orig_Symbol	Symbol	Entrezid	Genename	PWK_logFC	PWK_FDR	B6J_logFC	B6J_FDR	CAST_logFC	CAST_FDR
ENSMUSG00000055322	Tns1	Tns1	21961	tensin 1	-8.673883245535224	2.0612477798227774e-20	-0.32130443649520846	0.032766611830885875	-0.3835821485971007	0.006406141237079168
ENSMUSG00000037683	Armc3	Armc3	70882	armadillo repeat containing 3	-3.852397392006488	2.0612477798227774e-20	-0.0748212273994876	0.5471869359934777	2.636291732865769	1.2962043721198829e-20
ENSMUSG00000024049	Myom1	Myom1	17929	myomesin 1	6.427864196621094	2.2699479738526255e-20	3.8716343818273984	7.992938064242258e-13	7.332948214717009	1.5381618727419486e-22
ENSMUSG00000018927	Ccl6	Ccl6	20305	chemokine (C-C motif) ligand 6	-4.083751726804196	2.5087871416450487e-20	-2.737648936909969	8.988030988942158e-18	-3.3866478216337317	3.8424625024700337e-20
ENSMUSG00000025779	Ly96	Ly96	17087	lymphocyte antigen 96	-3.518590091814558	2.5087871416450487e-20	-0.3638003720354824	0.0015331966158383143	-2.3080409007326104	3.822953301725352e-18
ENSMUSG00000078994	Zfp429	Zfp429	72807	zinc finger protein 429	8.886118000198875	2.907955351811874e-20	9.116692784989567	2.496234982727191e-20	8.770603448243689	2.1308136624244344e-20
ENSMUSG00000040213	Ccbl2	Kyat3	229905	kynurenine aminotransferase 3	3.984375854887699	4.150345949516374e-20	0.4795090575013522	0.006794466707029891	1.2081553042690714	4.453385652068132e-9
ENSMUSG00000001123	Lgals9	Lgals9	16859	lectin, galactose binding, soluble 9	-3.427204421664625	4.2660376705118674e-20	-0.07174435317723576	0.5785832764359127	-0.4464230055897755	9.774015625885392e-5
ENSMUSG00000045287	Rtn4rl1	Rtn4rl1	237847	reticulon 4 receptor-like 1	-3.374199826625758	4.2660376705118674e-20	1.1197302391247497	1.4984651344447286e-11	-1.0736743115975527	2.2027856906870347e-11
ENSMUSG00000022665	Ccdc80	Ccdc80	67896	coiled-coil domain containing 80	-5.5428327079520265	4.2660376705118674e-20	-4.944543240528846	1.087920327984821e-19	-3.8745537388470517	2.7992391402441044e-19
ENSMUSG00000043391	2510009E07Rik	2510009E07Rik	72190	RIKEN cDNA 2510009E07 gene	-4.150183701934622	4.350664324656263e-20	-1.0934247604916776	8.826437720286703e-10	-0.30315468366809933	0.010183272865337007
ENSMUSG00000036949	Slc39a12	Slc39a12	277468	solute carrier family 39 (zinc transporter), member 12	-12.216871907346535	4.620664316667022e-20	-1.8770815281015396	6.156018460040666e-12	-7.209198618047222	1.3036749033542977e-20
ENSMUSG00000026564	Dusp27	Dusp27	240892	dual specificity phosphatase 27 (putative)	7.391407424504769	4.620664316667022e-20	5.286694268154951	2.394746321174106e-15	-0.9867342218420778	0.1544694123274399
ENSMUSG00000050493	Fam167b	Fam167b	230766	family with sequence similarity 167, member B	-3.244711195220896	4.68628276820289e-20	-1.0906553856302104	4.370365253214634e-11	-2.296739986689782	2.5621238299232554e-18
ENSMUSG00000020773	Trim47	Trim47	217333	tripartite motif-containing 47	-5.567575945776266	5.033002249267519e-20	0.03510257521485374	0.8508419434887617	-4.947119298538066	1.1750274307561615e-20
ENSMUSG00000023982	Guca1a	Guca1a	14913	guanylate cyclase activator 1a (retina)	-4.729202925940217	5.2024200293686625e-20	-0.1894304322512873	0.15984246364614518	-0.2958196131560802	0.013957995428151834
ENSMUSG00000022496	Tnfrsf17	Tnfrsf17	21935	tumor necrosis factor receptor superfamily, member 17	-4.348082541710206	6.532003045034052e-20	0.24914673771521584	0.05600015314425406	-2.6557764290455177	1.3627109361906566e-17
ENSMUSG00000063611	Gm10134	NA	NA	NA	-5.7492784194607065	8.042452958406568e-20	-0.01416676069207607	0.944858177998491	-0.6646782638989781	1.7444850373501563e-5
ENSMUSG00000047867	Gimap6	Gimap6	231931	GTPase, IMAP family member 6	-3.8221082875421204	9.132477269087445e-20	-0.6675040802724911	2.847691075932342e-6	0.19905578180803488	0.07561224524816124
ENSMUSG00000035258	Abi3bp	Abi3bp	320712	ABI gene family, member 3 (NESH) binding protein	-5.739226453468043	9.315297247545792e-20	-6.360908166753891	7.332421914703226e-20	1.2836022946871501	9.773236587165507e-11
ENSMUSG00000019122	Ccl9	Ccl9	20308	chemokine (C-C motif) ligand 9	-5.406284359971051	1.211509181555548e-19	-2.8731987731119277	8.266705272109232e-16	-0.4200383725143396	0.003999525037947051
ENSMUSG00000021200	Asb2	Asb2	65256	ankyrin repeat and SOCS box-containing 2	-2.89421986563697	1.3050594809379335e-19	-0.0996929734078343	0.3724184015661259	-0.8158668177053703	1.4048521355179895e-9
ENSMUSG00000029163	Emilin1	Emilin1	100952	elastin microfibril interfacer 1	-6.867029658809581	1.3212344933096812e-19	-4.964938119793002	2.290686890093594e-18	-6.268837598117907	1.5754039196419534e-20
ENSMUSG00000022415	Syngr1	Syngr1	20972	synaptogyrin 1	-2.147713595430066	1.3212344933096812e-19	0.5909384652985952	1.5090902814880974e-8	-0.8469843353849328	4.966622556725117e-12
ENSMUSG00000041707	1810011H11Rik	Tmem273	69069	transmembrane protein 273	-3.026774306008503	1.479014942701622e-19	-0.5257364764101427	1.5078858078575862e-5	-1.3873521016890136	8.250129182703414e-14
ENSMUSG00000090257	Gm4524	NA	NA	NA	6.231037404557724	1.479014942701622e-19	5.876524441715381	1.462467812885042e-18	4.083798450829977	5.987088819206313e-15
ENSMUSG00000024812	Tjp2	Tjp2	21873	tight junction protein 2	-6.764712471483406	1.4897667198644925e-19	-0.41552042467735106	0.008361396013926407	-0.754165603618718	5.2510881771542585e-6
ENSMUSG00000034413	Neurl1b	Neurl1b	240055	neuralized E3 ubiquitin protein ligase 1B	8.388004828268693	2.01504549674611e-19	4.345076967435097	1.275001686863093e-7	10.271048427207917	3.821409083081242e-23
ENSMUSG00000102982	Gm38319	NA	NA	NA	-3.299058917725045	2.0952446007347909e-19	-0.07303112324456616	0.5725147825763068	-0.21722868126452471	0.03802512800607343
ENSMUSG00000018217	Pmp22	Pmp22	18858	peripheral myelin protein 22	-2.4803933320846263	2.0952446007347909e-19	-0.6289723661592475	8.218214621236769e-8	-0.940586017915935	1.3358013199601956e-11
ENSMUSG00000044811	AF251705	Cd300c2	140497	CD300C molecule 2	2.0970493998515893	2.0952446007347909e-19	0.6506883044860733	8.599870183225193e-9	1.401528415962335	3.4707532037164097e-16
ENSMUSG00000007207	Stx1a	Stx1a	20907	syntaxin 1A (brain)	-6.0463720980850235	2.2668261830055954e-19	-2.299935763013222	1.0206202762896004e-13	-1.9303230375015032	3.34871182755425e-13
ENSMUSG00000021087	Rtn1	Rtn1	104001	reticulon 1	-2.15169158514079	2.3035363768211378e-19	-0.5335752463083874	1.6518711618902473e-7	-2.9331879998054378	4.4766177588242704e-23
ENSMUSG00000023094	Msrb2	Msrb2	76467	methionine sulfoxide reductase B2	-3.0403230266547734	2.3035363768211378e-19	-0.13606501431819437	0.24203052004824027	-0.056548861649590595	0.6032536527618348
ENSMUSG00000048960	Prex2	Prex2	109294	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2	5.235434544419094	2.3035363768211378e-19	0.2829499012606064	0.5041211414691771	1.1677253540219557	7.809359875643881e-5
ENSMUSG00000038793	Lefty1	Lefty1	13590	left right determination factor 1	-9.906940074888459	2.4054471143089596e-19	0.6054679988174851	1.6886027707565523e-4	-9.385387889202983	2.7584240786223383e-20
ENSMUSG00000040272	Accs	Accs	329470	1-aminocyclopropane-1-carboxylate synthase (non-functional)	-2.401811996183522	2.772335561523649e-19	-0.2947309660058116	0.0018311885099688572	-3.362828222770813	4.924004440117026e-23
ENSMUSG00000026249	Serpine2	Serpine2	20720	serine (or cysteine) peptidase inhibitor, clade E, member 2	-2.692652881659643	5.138497962188405e-19	1.0943887117334403	1.1289548286775342e-11	1.0251742184438313	1.668764548232813e-11
ENSMUSG00000020695	Mrc2	Mrc2	17534	mannose receptor, C type 2	2.846224663189359	5.493230667745383e-19	-0.5772729960328457	5.338853162871303e-5	1.3594921392160106	1.5520466416860851e-12
ENSMUSG00000030605	Mfge8	Mfge8	17304	milk fat globule-EGF factor 8 protein	-3.4838696671890848	5.554818194832799e-19	-1.5308751793908841	1.093402422698525e-12	-0.37537377773852143	0.0015151357614460429
ENSMUSG00000085887	Arhgap27os3	Arhgap27os3	653030	Rho GTPase activating protein 27, opposite strand 3	3.305858480632864	7.3400770994337125e-19	0.543144474858624	0.0013807245573568788	0.21546429289825358	0.15643883059907077
ENSMUSG00000089797	Gm16118	Gm16118	102632420	predicted gene 16118	-5.124347213750686	7.8277193892523555e-19	-0.47928733173555377	0.0027987018889082792	-7.86904123617824	2.1820476679866407e-21
ENSMUSG00000086554	9530034E10Rik	9530034E10Rik	78615	RIKEN cDNA 9530034E10 gene	-4.28299479726027	9.885831899958173e-19	-0.2238840701405801	0.10707610518029514	0.9743029586563394	2.3155504266584873e-9
ENSMUSG00000007039	Ddah2	Ddah2	51793	dimethylarginine dimethylaminohydrolase 2	-2.515327525181348	1.2516775322365292e-18	-0.345568724453484	0.0010122746917922043	-0.21085392224063548	0.024386547697840488
ENSMUSG00000038732	Mboat1	Mboat1	218121	membrane bound O-acyltransferase domain containing 1	-11.42729646856399	1.2516775322365292e-18	1.205703419340909	2.6665077352302036e-9	-3.750501376343848	6.972490598150052e-17
ENSMUSG00000064345	mt-Nd2	ND2	17717	NADH dehydrogenase subunit 2	-3.587568301487644	1.2516775322365292e-18	0.31327429313137756	0.02340045457866485	-2.869850198319905	5.002790367180228e-18
ENSMUSG00000001020	S100a4	S100a4	20198	S100 calcium binding protein A4	3.0186756657565157	1.3991918825811295e-18	-0.3837392897938917	0.035999556295480795	4.278654477280481	1.2787637217541665e-22
ENSMUSG00000001763	Tspan33	Tspan33	232670	tetraspanin 33	-3.529841729611335	1.3991918825811295e-18	-0.9383396109812367	3.669114251157044e-8	-2.9732670066706546	1.8567973252620703e-18
ENSMUSG00000020388	Pdlim4	Pdlim4	30794	PDZ and LIM domain 4	-2.939404545790881	1.497833932256771e-18	0.2564911643148414	0.028527010248133738	-1.7408932021941081	3.476240863764803e-15
ENSMUSG00000087168	Gm15983	NA	NA	NA	-7.921459652582876	1.5236064613417208e-18	-2.789204327243685	1.5619814771618472e-13	-7.699647908019273	1.690231005211516e-19
ENSMUSG00000044626	Liph	Liph	239759	lipase, member H	-2.857180238869016	1.5257113188812976e-18	-0.1054923873603968	0.3894955966391743	-6.823383391517249	1.3925922667753922e-24
ENSMUSG00000053062	Jam2	Jam2	67374	junction adhesion molecule 2	-2.326617969768373	1.9192058315173558e-18	-0.3140174936562037	0.001707666008134785	0.3845444793615311	8.522804310185599e-5
ENSMUSG00000082064	Rpl5-ps2	NA	NA	NA	6.794275434490099	1.997150053104913e-18	-0.6117873776833741	0.5019503109451765	6.504413358887053	3.580872710082116e-18
ENSMUSG00000004837	Grap	Grap	71520	GRB2-related adaptor protein	-2.279499935605913	2.183954672712256e-18	-0.8296993058193469	7.108793250867554e-10	-1.4070549541269328	3.959183507277397e-15
ENSMUSG00000021639	Gtf2h2	Gtf2h2	23894	general transcription factor II H, polypeptide 2	-1.5865939054189857	2.183954672712256e-18	0.019595394312679072	0.8249387257246112	-1.041676093366199	1.7240789055876314e-15
ENSMUSG00000042182	Bend6	Bend6	320705	BEN domain containing 6	-2.840893352451278	2.3678674141412126e-18	-0.050787060767075454	0.7055685490559566	0.9966175669960007	5.589124109143092e-11
ENSMUSG00000025877	Hk3	Hk3	212032	hexokinase 3	-3.0245833315694313	3.1446435028866255e-18	0.7427803562740831	1.1609785417912566e-7	-0.10827754053811543	0.3222050341221722
ENSMUSG00000029070	Mxra8	Mxra8	74761	matrix-remodelling associated 8	-5.706566465845702	3.2145919491224817e-18	-5.510847087595425	5.0982227421471405e-18	-3.535491047036325	9.055862389066126e-17
ENSMUSG00000029126	Nsg1	Nsg1	18196	neuron specific gene family member 1	3.119361942378531	3.500504500641884e-18	-0.15326960516762478	0.4291423407113963	-0.4621037064168458	0.004954474445562603
ENSMUSG00000026023	Cdk15	Cdk15	271697	cyclin-dependent kinase 15	5.585619668806099	3.641610869012962e-18	3.9514295481861477	1.8657948237854255e-13	5.910333840374025	2.618028971642076e-19
ENSMUSG00000045672	Col27a1	Col27a1	373864	collagen, type XXVII, alpha 1	-2.6825779055471717	3.682095640338457e-18	-0.6154911064523396	2.8132935655985923e-6	0.493930792561407	3.07508137849435e-5
ENSMUSG00000057092	Fxyd3	Fxyd3	17178	FXYD domain-containing ion transport regulator 3	3.7324114598673934	3.7137424048373376e-18	-0.5122946265909016	0.035633218887088924	2.7205401848809583	2.180059061529322e-15
ENSMUSG00000085591	Gm13479	NA	NA	NA	-5.232189438957125	4.2256287933982085e-18	-0.3906281634319931	0.020444267476043526	-0.5254499340259814	0.0010395534238309412
ENSMUSG00000070942	Il1rl2	Il1rl2	107527	interleukin 1 receptor-like 2	-7.1723072435088815	4.440647642805929e-18	0.3185698718739686	0.06860659011201581	-4.237074898795358	2.6769154046467983e-17
ENSMUSG00000004707	Ly9	Ly9	17085	lymphocyte antigen 9	3.1754168285419007	4.90732164299431e-18	3.0502721252664604	1.7329185531263333e-17	0.21293269388021738	0.21498045058552553
ENSMUSG00000021573	Tppp	Tppp	72948	tubulin polymerization promoting protein	-2.428260227291702	4.9949617382270504e-18	-0.05746627730382112	0.6305715931160837	-0.4398733362137362	3.182189014453764e-5
ENSMUSG00000026070	Il18r1	Il18r1	16182	interleukin 18 receptor 1	10.078218698367802	4.9949617382270504e-18	1.4379734888806524	0.37344775933091373	-1.8732783084858167	0.22379053453410372
ENSMUSG00000029162	Khk	Khk	16548	ketohexokinase	-1.65531847747352	8.511551612565153e-18	-0.14072434572252696	0.06986899542262906	-1.4142871187879695	1.9069979170933186e-17
ENSMUSG00000087575	Gm12976	NA	NA	NA	-3.7435845563529884	8.733138163441067e-18	0.2194939438923356	0.1264050844497557	-2.31430705821008	2.0851616709638025e-15
ENSMUSG00000082423	Gm15148	NA	NA	NA	12.818800206098022	8.846041105400481e-18	1.2830160287161734	0.5283217104728777	7.68630139102623	5.890635765734497e-9
ENSMUSG00000004661	Arid3b	Arid3b	56380	AT rich interactive domain 3B (BRIGHT-like)	-2.0447370414246215	9.959426294185219e-18	-0.0870730515907738	0.38365698526688186	-1.0462444267578557	9.02044598231445e-13
ENSMUSG00000020261	Slc36a1	Slc36a1	215335	solute carrier family 36 (proton/amino acid symporter), member 1	-2.4766348590768574	9.959426294185219e-18	-0.15159260591216164	0.182577157610271	-0.9068288390338654	5.774261625639818e-10
ENSMUSG00000108027	Gm44271	NA	NA	NA	-5.000564918041306	1.3750669801002487e-17	-0.3323355351698089	0.053766595139961064	-0.586031788708954	4.0946012076514593e-4
ENSMUSG00000024462	Gabbr1	Gabbr1	54393	gamma-aminobutyric acid (GABA) B receptor, 1	-1.7546383873730251	1.4995665817318383e-17	0.019683732506185155	0.8533717684873091	-0.27450304594573977	5.975850184919169e-4
ENSMUSG00000039316	Rftn1	Rftn1	76438	raftlin lipid raft linker 1	3.4305361290820673	1.567104047172994e-17	0.8956577056552066	3.944785682551054e-5	1.2135806390794248	6.521068016956832e-8
ENSMUSG00000084416	Rpl10a-ps1	NA	NA	NA	-13.55100112550838	1.567104047172994e-17	0.40364904509362604	0.054668079589485975	-2.8256306121504307	4.639910218302822e-12
ENSMUSG00000079419	Ms4a6c	Ms4a6c	73656	membrane-spanning 4-domains, subfamily A, member 6C	1.8573403735761185	1.567104047172994e-17	0.21341838704976365	0.025180210370155477	-0.4900010681756939	2.294751767727672e-6
ENSMUSG00000022964	Tmem50b	Tmem50b	77975	transmembrane protein 50B	1.855505421573287	1.883130644968692e-17	0.1907018481662767	0.05028282856515005	-0.2853849734817389	0.0019961547142724255
ENSMUSG00000035929	H2-Q4	H2-Q4	15015	histocompatibility 2, Q region locus 4	-4.248617379582412	2.097568399638788e-17	0.6742948603104486	6.590095184216206e-5	0.5094947082149148	7.584708980875358e-4
ENSMUSG00000104550	Gm43589	NA	NA	NA	-9.378184496725506	2.1293651094278086e-17	-1.5525178194408367	1.6640581282771225e-8	-0.8903328796309705	1.7962003722154104e-5
ENSMUSG00000038679	Trps1	Trps1	83925	transcriptional repressor GATA binding 1	7.063814002557612	2.2442701326602266e-17	5.079261974370868	1.3653071799759154e-12	2.6412567975285133	1.2483086186639015e-5
ENSMUSG00000039745	Htatip2	Htatip2	53415	HIV-1 Tat interactive protein 2	8.365043336817905	2.2561724458919215e-17	7.350974931358311	6.10446011950701e-15	7.511382869666634	6.457480738451514e-16
ENSMUSG00000016495	Plgrkt	Plgrkt	67759	plasminogen receptor, C-terminal lysine transmembrane protein	-1.5427220825967387	2.3641819156947875e-17	-0.7482719457128109	3.043109659325858e-11	-0.6393052002580334	2.887924988814043e-10
ENSMUSG00000087153	Gm6483	NA	NA	NA	2.218881209175154	2.50928986436723e-17	0.5142744987180662	3.516316159676983e-5	1.8131559869813492	4.522793817232569e-16
ENSMUSG00000033917	Gde1	Gde1	56209	glycerophosphodiester phosphodiesterase 1	2.8694959458028046	2.5898212006235037e-17	0.6986460679213301	1.600652136323435e-5	2.93760837941688	5.2916881800158574e-18
ENSMUSG00000031586	Rbpms	Rbpms	19663	RNA binding protein gene with multiple splicing	5.182658545281531	2.6192508746015314e-17	5.0334633819468655	8.135809619209333e-17	0.6597261264619861	0.10472388487663337
ENSMUSG00000024677	Ms4a6b	Ms4a6b	69774	membrane-spanning 4-domains, subfamily A, member 6B	2.1047524998919434	2.811055967675561e-17	1.9297548713145904	1.4385593159004476e-16	1.2081500494606465	1.3778432146719056e-12
ENSMUSG00000030468	Siglecg	Siglecg	243958	sialic acid binding Ig-like lectin G	-4.470556577852973	2.811055967675561e-17	-0.4104222394209717	0.014501987212276198	-1.0018716857996988	1.9153059526982844e-7
ENSMUSG00000038170	Pde4dip	Pde4dip	83679	phosphodiesterase 4D interacting protein (myomegalin)	1.5793543750207204	2.9025483060218755e-17	0.1691014367075926	0.04395348274837586	0.25738880897949984	0.0012551965839909362
ENSMUSG00000006611	Hfe	Hfe	15216	homeostatic iron regulator	-2.00247870732749	2.9025483060218755e-17	0.21677337717429396	0.024635240178402257	-0.8037139449070684	4.307976645758206e-10
ENSMUSG00000038168	P3h2	P3h2	210530	prolyl 3-hydroxylase 2	5.42536767996598	2.914432499814987e-17	5.016610691735678	4.267541481447671e-16	3.020695084842024	2.7918588153099804e-10
ENSMUSG00000107634	Gm43956	NA	NA	NA	-5.571830338706608	3.213106535716138e-17	-3.4929520705847916	8.077161126980473e-15	-4.953648962881851	7.101040979743212e-18
ENSMUSG00000028497	Hacd4	Hacd4	66775	3-hydroxyacyl-CoA dehydratase 4	2.178196686163178	3.3608568260200206e-17	1.5933841184625195	3.186316473284978e-14	0.28011189077516147	0.011573131834822122
ENSMUSG00000068638	4930403O15Rik	NA	NA	NA	-5.424965707915879	3.3608568260200206e-17	-0.2714989957221615	0.13897760835770648	-3.204867988889178	8.95167860128337e-16
ENSMUSG00000086864	A630077J23Rik	NA	NA	NA	8.614996950729944	3.3952854076880835e-17	1.5330123719421382	0.21845663009147928	-0.6479951281320255	0.6641030129382424
ENSMUSG00000049086	Bmyc	Bmyc	107771	brain expressed myelocytomatosis oncogene	-2.3580732931458077	3.3952854076880835e-17	-0.2933774959116944	0.009974680384357065	-0.4484611076950511	8.751587589298583e-5
ENSMUSG00000059142	Zfp945	Zfp945	240041	zinc finger protein 945	-3.2720800922383613	3.5466236944031664e-17	0.461138353703876	9.415962648777869e-4	1.8208397771923448	8.443355494213193e-15
ENSMUSG00000049313	Sorl1	Sorl1	20660	sortilin-related receptor, LDLR class A repeats-containing	2.7735343831476618	3.615468606002804e-17	1.5208468675652669	2.637504485220268e-11	0.6659441263521984	3.053872738147687e-5
