ENSMUSG	Orig_Symbol	Symbol	Entrezid	Genename	PWK_logFC	PWK_FDR	B6J_logFC	B6J_FDR	CAST_logFC	CAST_FDR
ENSMUSG00000027848	Olfml3	Olfml3	99543	olfactomedin-like 3	-3.267983913477134	6.545021014332052e-16	-0.7951773734422106	0.001372008119214217	-0.5115348473585967	0.030444444879853094
ENSMUSG00000018927	Ccl6	Ccl6	20305	chemokine (C-C motif) ligand 6	-4.089295002086553	7.263574754534754e-16	-2.873566673106378	7.445075772215119e-14	-3.214666610058566	1.7741704363947208e-16
ENSMUSG00000026249	Serpine2	Serpine2	20720	serine (or cysteine) peptidase inhibitor, clade E, member 2	-4.023263287213038	1.6857184234266708e-15	0.7956380775539447	1.5514778763253787e-4	0.44902249833308716	0.022545979231541106
ENSMUSG00000063328	Gm9396	NA	NA	NA	-6.606547858262688	5.442634097824299e-15	-7.54349348614678	2.196989509328085e-17	-11.139226224507523	4.014441349984771e-21
ENSMUSG00000069892	9930111J21Rik2	9930111J21Rik2	245240	RIKEN cDNA 9930111J21 gene 2	-4.017474392022387	5.5409673024802066e-15	0.7681084436477192	2.722339430119908e-4	-4.027142899721466	1.6471784508089936e-20
ENSMUSG00000043770	Gm12481	NA	NA	NA	-6.81897993132034	5.5841355208663894e-15	0.101150720124627	0.8621198217163412	-0.6656068324560194	0.010303837399590836
ENSMUSG00000017707	Serinc3	Serinc3	26943	serine incorporator 3	-2.2303763384046853	1.0597346231517705e-14	-0.13639814472421846	0.6791350027580721	0.31126976244535537	0.11382364415038194
ENSMUSG00000020100	Slc29a3	Slc29a3	71279	solute carrier family 29 (nucleoside transporters), member 3	2.4086397525794894	7.625367632245111e-14	0.4034979365336578	0.1903508729587073	0.6790879806003731	0.003265566945698867
ENSMUSG00000082884	Gm13339	NA	NA	NA	13.922340553715397	9.37069856836304e-14	2.9145849430156545	0.4799558103074619	13.70265912638823	4.9312933059211675e-14
ENSMUSG00000044811	AF251705	Cd300c2	140497	CD300C molecule 2	2.2401106898975116	1.0304611896612601e-13	0.6295355595057245	0.009869084209414049	1.516811573156569	5.83056812929626e-10
ENSMUSG00000101776	Gm28268	NA	NA	NA	-3.1317406657484725	1.3036947609370286e-13	0.11037738013240309	0.8141181919385317	-3.714433457872296	1.5041436129829766e-19
ENSMUSG00000056888	Glipr1	Glipr1	73690	GLI pathogenesis-related 1 (glioma)	-3.684703342836121	2.9137625048465365e-13	-1.6278493867384884	2.3784465523748823e-8	-3.184352645366665	3.896125902259863e-17
ENSMUSG00000028080	Lrba	Lrba	80877	LPS-responsive beige-like anchor	-2.886151773169136	5.211859889337177e-13	-0.7428051577407284	0.0013547830590165523	-3.339717581119252	4.0377879268793133e-19
ENSMUSG00000022639	Dubr	NA	NA	NA	3.7219429807881905	7.139965878003311e-13	2.0835548828445907	9.879080057271218e-6	0.35052759735292355	0.5870289096133798
ENSMUSG00000108442	RP23-473E20.3	NA	NA	NA	3.5613527897361954	1.2298270641807702e-12	-2.6565000071524287	6.251776081311197e-4	0.7092345114521661	0.10391442087728547
ENSMUSG00000060198	Gm11353	NA	NA	NA	11.475262123243711	1.247838016872666e-12	-0.023513222612375095	1	3.368915289587966	0.26578550834559067
ENSMUSG00000027669	Gnb4	Gnb4	14696	guanine nucleotide binding protein (G protein), beta 4	9.017576307304644	1.7001150853878095e-12	3.6144516491524876	0.2382750261795557	9.733083384818556	1.4016084427614625e-16
ENSMUSG00000035929	H2-Q4	H2-Q4	15015	histocompatibility 2, Q region locus 4	-3.6391410607271992	1.9519831197714884e-12	1.1704081383051934	5.194055759557586e-6	0.3869801929303179	0.13400004425824338
ENSMUSG00000001418	Glmp	Glmp	56700	glycosylated lysosomal membrane protein	-3.560718492877137	2.3349630382094327e-12	-0.26956061664951314	0.45875661008740476	-0.4397986352427277	0.056890613528333286
ENSMUSG00000027199	Gatm	Gatm	67092	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	-2.388530132319592	2.411185581863696e-12	-2.4432827317468213	7.54396342177246e-14	-0.45326018879379076	0.052536317762600176
ENSMUSG00000045672	Col27a1	Col27a1	373864	collagen, type XXVII, alpha 1	-2.855093859227374	4.035651655769205e-12	-0.9566889220384268	1.443376856991994e-4	0.41542187464136726	0.05986696252165936
ENSMUSG00000105987	AI506816	AI506816	433855	expressed sequence AI506816	4.472050761293348	5.399737136031226e-12	4.166605324632725	2.7961956631567046e-11	3.0440348296341155	1.6464391321733698e-7
ENSMUSG00000018217	Pmp22	Pmp22	18858	peripheral myelin protein 22	-1.996868585749779	6.0948349551201674e-12	-1.027946824622725	1.4129215641138994e-6	-0.8278399051322973	1.5237096348590164e-5
ENSMUSG00000105263	Gm42427	NA	NA	NA	2.1821222699148275	9.54439235400973e-12	-2.973427207951913	2.9309024122547027e-12	-0.7200893450630472	0.004756103358302331
ENSMUSG00000035686	Thrsp	Thrsp	21835	thyroid hormone responsive	-9.092891850771572	1.1823236198609141e-11	0.0397688990366691	1	-0.11128663425364818	0.7694905685110902
ENSMUSG00000045128	Rpl18a	Rpl18a	76808	ribosomal protein L18A	-3.218210280181434	1.2522528392001887e-11	0.38604168191814475	0.27593808039928697	0.2506823402331458	0.43357508664902217
ENSMUSG00000033917	Gde1	Gde1	56209	glycerophosphodiester phosphodiesterase 1	2.555842114217672	1.6729866869368705e-11	0.9778973515172362	0.00988068399646766	2.650824134755225	9.038566817621288e-14
ENSMUSG00000082475	Gm7206	NA	NA	NA	6.380835388497019	2.0008512406893033e-11	6.210024304708318	6.302321821718201e-11	5.2816206562674735	1.0454736571981106e-9
ENSMUSG00000001123	Lgals9	Lgals9	16859	lectin, galactose binding, soluble 9	-3.5258533728549932	2.1522931210937266e-11	-0.06639662091676876	0.9137444564040627	-0.41582258546536943	0.0970293878604217
ENSMUSG00000032878	Ccdc85a	Ccdc85a	216613	coiled-coil domain containing 85A	9.656679104820524	3.698759981841726e-11	-0.00799621359861614	1	1.53175203823632	0.6208141522313096
ENSMUSG00000094326	Gm10045	Gm10045	100043348	predicted pseudogene 10045	9.703325226677553	4.775157361712679e-11	-0.07819225290156367	1	-0.11620629117594075	0.9971249074329281
ENSMUSG00000023153	Tmem52	Tmem52	69671	transmembrane protein 52	5.7075622015161285	5.5418606465165474e-11	3.1544684700635166	0.00261451784100527	3.7609304898335867	9.076613406056532e-6
ENSMUSG00000036908	Unc93b1	Unc93b1	54445	unc-93 homolog B1, TLR signaling regulator	1.7256921025803815	6.166453170858584e-11	0.38040337913029026	0.14935327937838397	4.963212119477845e-4	1
ENSMUSG00000020695	Mrc2	Mrc2	17534	mannose receptor, C type 2	2.855990479768712	6.240294248332038e-11	-0.14258501661720224	0.9030375721921746	1.6510469187778867	6.068343923387343e-6
ENSMUSG00000024044	Epb41l3	Epb41l3	13823	erythrocyte membrane protein band 4.1 like 3	4.870218129223795	6.573586241580422e-11	2.0751310916953964	0.028918706960516172	2.084307048138127	0.00622571288303698
ENSMUSG00000049086	Bmyc	Bmyc	107771	brain expressed myelocytomatosis oncogene	-2.2412471060933954	8.034315030793696e-11	-0.19450284713513022	0.5690653838167978	-0.4066291065399245	0.04710336333605053
ENSMUSG00000029810	Tmem176b	Tmem176b	65963	transmembrane protein 176B	-2.4963611891273865	1.564828482789417e-10	0.13505927252129848	0.7906009576519206	-0.3750668703130789	0.17346480274702392
ENSMUSG00000079110	Capn3	Capn3	12335	calpain 3	4.506723713953165	2.614601364754785e-10	3.9572170473241117	1.0554836227886747e-8	1.1456900291547276	0.17663011655471267
ENSMUSG00000047798	Cd300lf	Cd300lf	246746	CD300 molecule like family member F	3.8389098678834164	2.96816964047627e-10	-1.4987018810453847	0.27011010726538354	2.805732780865188	1.5879713764718927e-7
ENSMUSG00000025576	Rbfox3	Rbfox3	52897	RNA binding protein, fox-1 homolog (C. elegans) 3	8.569233425594145	3.5208205951202104e-10	2.2392768312170475	0.5995400285760772	8.329496074110383	5.585753629919901e-11
ENSMUSG00000047963	Stbd1	Stbd1	52331	starch binding domain 1	4.5725160036534005	3.798919119422418e-10	0.5285461553820575	0.7900685329923282	2.7926671806976913	2.780886231046926e-5
ENSMUSG00000021939	Ctsb	Ctsb	13030	cathepsin B	-1.7762427621037935	4.744291635124397e-10	0.15869431582566218	0.6720148580933302	-0.7259764494331712	4.758005649903071e-4
ENSMUSG00000021423	Ly86	Ly86	17084	lymphocyte antigen 86	-1.5885496840912308	4.917729763484047e-10	0.11591615891835302	0.7548205035704888	-1.1682456331000182	2.1600566694118483e-8
ENSMUSG00000007035	Msh5	Msh5	17687	mutS homolog 5	5.816331383592021	5.059184727292828e-10	0.7543163654375467	0.814386446196874	1.2428576507026237	0.42282810165198415
ENSMUSG00000043943	Naalad2	Naalad2	72560	N-acetylated alpha-linked acidic dipeptidase 2	-6.147521666198528	5.202194828436877e-10	-1.215823069743893	0.0012557515867059575	-9.139151962602249	1.7482676940042145e-16
ENSMUSG00000020841	Cpd	Cpd	12874	carboxypeptidase D	-2.366666625741776	8.916390998233376e-10	-1.8468048361777092	3.960899528157311e-9	-1.6449424754308213	1.535048641534943e-9
ENSMUSG00000093985	Gm10406	Gm10406	100038847	predicted gene 10406	6.258343860991904	9.018851630933548e-10	1.1955646624972733	0.6904373594579515	0.7879564137402092	0.7187395307067543
ENSMUSG00000047977	Synb	Synb	239167	syncytin b	5.767357895124938	1.0459632122381073e-9	2.1741753137217805	0.16149624529690376	1.8643805756376062	0.13854150997861672
ENSMUSG00000040213	Ccbl2	Kyat3	229905	kynurenine aminotransferase 3	3.5598358627281206	2.096432127174384e-9	-0.3044514713443015	0.862733532346209	0.4050677075123597	0.6299645767470601
ENSMUSG00000029915	Clec5a	Clec5a	23845	C-type lectin domain family 5, member a	-2.8479718595452845	2.181859494024839e-9	-0.42816663947244704	0.21800649602244232	-2.4503590945284905	1.7436969640026566e-12
ENSMUSG00000044103	Il1f9	Il1f9	215257	interleukin 1 family, member 9	-4.548803514865116	2.8630844202075022e-9	-4.794318951746201	2.6361819300955982e-11	-9.647942275343281	2.5842748186495953e-16
ENSMUSG00000029484	Anxa3	Anxa3	11745	annexin A3	-1.4515569122296372	3.0960818592075564e-9	-0.11520954494595716	0.7422828973133777	-1.0603194806804306	5.379612190493472e-8
ENSMUSG00000093249	Gm24576	NA	NA	NA	6.902512023984995	3.3105395129427237e-9	-1.6571319213643463	0.7194367652771707	5.183496287984076	5.4861572240155845e-6
ENSMUSG00000022332	Khdrbs3	Khdrbs3	13992	KH domain containing, RNA binding, signal transduction associated 3	-5.896558550785915	3.4771783956287025e-9	-0.6685359297050093	0.11627755984978	-0.04108704081302937	0.9401957631216991
ENSMUSG00000087153	Gm6483	NA	NA	NA	1.7594240126805245	3.970131470186932e-9	-0.3555543639541808	0.3934107264476198	1.3936217845863168	5.970990090335838e-8
ENSMUSG00000035215	Lsm7	Lsm7	66094	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated	6.25911885686823	4.63020936178566e-9	-2.2295887012761995	0.6025734594939244	5.897004637560491	1.4044747047473606e-9
ENSMUSG00000106173	Gm42764	NA	NA	NA	-3.867697009552996	5.106010631277583e-9	-5.169553706736255	2.9309024122547027e-12	-6.496948686882187	1.977945650004199e-16
ENSMUSG00000042246	Tmc7	Tmc7	209760	transmembrane channel-like gene family 7	4.402982225351146	6.670984233787514e-9	1.8806496953784397	0.06812845018415349	5.016397876200601	3.3909668079074294e-13
ENSMUSG00000100783	2310047D07Rik	NA	NA	NA	6.614486960884123	1.0567672453675707e-8	0.8769436925518679	0.8471342359226892	2.7993507200189285	0.067952823519795
ENSMUSG00000029163	Emilin1	Emilin1	100952	elastin microfibril interfacer 1	-8.78356245725488	1.1492501057806449e-8	-4.1308934806784166	3.872001537287611e-9	-6.192163501775809	9.254184767171841e-14
ENSMUSG00000053062	Jam2	Jam2	67374	junction adhesion molecule 2	-2.802287838509985	1.1864808897618467e-8	-0.502528207341696	0.1413956659332215	0.2920887619352853	0.29160544002588373
ENSMUSG00000050493	Fam167b	Fam167b	230766	family with sequence similarity 167, member B	-3.1617616382856926	1.356631713105909e-8	-0.8162409488365165	0.014539927190965812	-2.189579969642615	3.9913662016892927e-10
ENSMUSG00000028871	Rspo1	Rspo1	192199	R-spondin 1	-8.896718872566256	1.3904800876063971e-8	-3.1863930804441862	1.0328664190698292e-7	-4.394332502798943	5.567996906373955e-12
ENSMUSG00000022311	Csmd3	Csmd3	239420	CUB and Sushi multiple domains 3	-1.9991013320968614	1.441651057149335e-8	-0.7709492672892554	0.003116199794278449	-1.490408693128559	7.365725065320594e-9
ENSMUSG00000104222	Gm7292	NA	NA	NA	-2.4580508222376323	1.6083797840959812e-8	-1.4611161677140974	2.416436803817082e-6	-0.24958788423102904	0.3948137777888587
ENSMUSG00000107176	Gm9794	NA	NA	NA	5.5154278319351215	2.1642432390970154e-8	0.5049289759061732	0.69048157563577	5.263867805720376	1.4232079842105795e-8
ENSMUSG00000026748	Plxdc2	Plxdc2	67448	plexin domain containing 2	-1.3909453916953944	2.1642432390970154e-8	-0.19141796517486154	0.5409640014262604	0.1147186319319597	0.6570950692772528
ENSMUSG00000030054	Gp9	Gp9	54368	glycoprotein 9 (platelet)	-4.534624359450307	2.2184897097711352e-8	-1.235113303502458	0.0023529206604509132	0.7067101054957445	0.016949092709783932
ENSMUSG00000022415	Syngr1	Syngr1	20972	synaptogyrin 1	-1.9014566739472611	2.625992267675251e-8	0.5636394318970827	0.031771209545872585	-0.6930391743769717	0.0025830425707947763
ENSMUSG00000087575	Gm12976	NA	NA	NA	-3.699041150272198	2.7375468417765595e-8	0.20620410872003228	0.69173293927885815	-2.745527502519238	1.5486085857760512e-11
ENSMUSG00000079139	Gm4204	NA	NA	NA	3.4142344044251627	5.575660953843975e-8	3.231464467515102	6.301528921690436e-8	0.943120495732197	0.19761727483531966
ENSMUSG00000084416	Rpl10a-ps1	NA	NA	NA	-11.71590857639748	5.7269050731716635e-8	0.3785902191630608	0.5291190257910875	-3.8673813397620074	7.215025512303081e-8
ENSMUSG00000064215	Ifi27	Ifi27	52668	interferon, alpha-inducible protein 27	-2.0272619033373207	6.56420955688599e-8	-0.40106364619750107	0.2092795178867282	-0.2259125736813767	0.41482543005046596
ENSMUSG00000050299	Gm9843	NA	NA	NA	-13.686731361388508	7.356789786459404e-8	0.4004012527118857	0.6322403290214261	-7.013769166017734	8.22222826098004e-9
ENSMUSG00000051456	Hspb3	Hspb3	56534	heat shock protein 3	-8.236552327051326	7.702177802299012e-8	-0.8361307448941835	0.08420465376270377	0.9813982916788168	0.001387684563311496
ENSMUSG00000090257	Gm4524	NA	NA	NA	5.820145184672762	8.0792471470642e-8	4.75657402550578	2.9493506718803832e-5	3.507726937865996	0.003103299769596998
ENSMUSG00000062609	Kcnj15	Kcnj15	16516	potassium inwardly-rectifying channel, subfamily J, member 15	-5.938468173080463	8.695691956991464e-8	-8.833858435293916	3.6038674633996596e-10	-1.2321368245583968	9.440290458663906e-4
ENSMUSG00000097429	Gm26520	NA	NA	NA	-8.226393169233186	9.593971655522071e-8	-0.27810029459272073	0.6923945610304688	-6.598492471526187	1.8470252474999534e-12
ENSMUSG00000083594	Gm13722	NA	NA	NA	-2.4854010339659167	1.0922505233139016e-7	0.2343064659593497	0.653402783595247	-0.3091715491153744	0.38434094357250165
ENSMUSG00000015852	Fcrls	Fcrls	80891	Fc receptor-like S, scavenger receptor	-2.712939854108836	1.1601989188701667e-7	2.2638380263338376	2.3343673295879695e-8	3.112938307198585	1.377121890217046e-11
ENSMUSG00000021360	Gcnt2	Gcnt2	14538	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme	6.008472735817323	1.23175746732263e-7	4.343628298746408	0.0011150689500443508	2.13623233546882	0.24165928998155842
ENSMUSG00000041707	1810011H11Rik	Tmem273	69069	transmembrane protein 273	-2.9744739598386607	1.6797235060384684e-7	-0.587363013191706	0.14320731502445694	-1.3247666847638053	2.0258829015620696e-5
ENSMUSG00000016495	Plgrkt	Plgrkt	67759	plasminogen receptor, C-terminal lysine transmembrane protein	-1.5344535246657272	1.6797235060384684e-7	-0.7292482686632702	0.0019464615163081774	-0.5237245541302518	0.0108644577128099
ENSMUSG00000040612	Ildr2	Ildr2	100039795	immunoglobulin-like domain containing receptor 2	-8.755685972755169	1.7763788081469927e-7	-0.8341821986847664	0.10587454411386842	-2.884067905570309	2.8737505035805383e-8
ENSMUSG00000025779	Ly96	Ly96	17087	lymphocyte antigen 96	-4.151955944958677	1.7864352621609917e-7	-0.7089336617449696	0.11627755984978	-2.2786256336961173	4.230536717146087e-8
ENSMUSG00000081604	Gm11518	NA	NA	NA	-3.5080069058935135	2.0073194491889706e-7	0.42947118106674004	0.399787651533089	-0.01741618996645869	0.9812490760975617
ENSMUSG00000024677	Ms4a6b	Ms4a6b	69774	membrane-spanning 4-domains, subfamily A, member 6B	2.042439374200839	2.0090518815948524e-7	2.229538214907506	3.872001537287611e-9	1.3428958187035591	5.073847040487964e-5
ENSMUSG00000082035	Rpl17-ps8	Rpl17-ps8	102632403	ribosomal protein L17, pseudogene 8	-12.433413117747206	2.472794303077996e-7	-8.61259175352814	3.4675209145678584e-8	-7.814814358671347	2.903870212592445e-9
ENSMUSG00000103464	Gm38246	NA	NA	NA	4.131928940680672	2.5824688986943487e-7	-4.733721421533582	0.08397720271451718	-1.6652554462402784	0.23836617711647715
ENSMUSG00000032412	Atp1b3	Atp1b3	11933	ATPase, Na+/K+ transporting, beta 3 polypeptide	1.251009058316843	2.622310512986758e-7	0.12139389146997218	0.7785369585824532	0.45272678181919035	0.03206840857732517
ENSMUSG00000029207	Apbb2	Apbb2	11787	amyloid beta (A4) precursor protein-binding, family B, member 2	-8.187491383247318	2.6978568933425547e-7	0.019991971793360427	0.9944329041999783	-0.7034825183608976	0.07705744206900797
ENSMUSG00000023764	Sfi1	Sfi1	78887	Sfi1 homolog, spindle assembly associated (yeast)	1.9599996946335148	2.72810731688736e-7	-1.1356958311463514	0.002495826097692828	1.4128132832403024	1.0460678546016307e-5
ENSMUSG00000049871	Nlrc3	Nlrc3	268857	NLR family, CARD domain containing 3	-5.01931224313151	2.72810731688736e-7	-0.7840276119218127	0.06615675597458845	-0.3803109557544477	0.3020431636361296
ENSMUSG00000060803	Gstp1	Gstp1	14870	glutathione S-transferase, pi 1	2.247617954618108	3.198086395296567e-7	0.368901124777051	0.5971357629581375	0.07441373622113108	0.9098393174172347
ENSMUSG00000013076	Amotl1	Amotl1	75723	angiomotin-like 1	2.4716009428728962	3.366122885515671e-7	0.5434513596212461	0.5110671385455856	1.3289178901199175	0.0017596090959941975
ENSMUSG00000058603	Rpl28-ps1	NA	NA	NA	10.961201590044078	3.6574493947558715e-7	11.820424261010709	8.133521768629119e-8	2.6647394071009076	0.5850656852042578
ENSMUSG00000103653	Gm3934	NA	NA	NA	-8.559021640555963	3.7432731013366426e-7	0.21057927487300543	0.7847916111865771	0.2943447672826767	0.5097695123225304
ENSMUSG00000004837	Grap	Grap	71520	GRB2-related adaptor protein	-2.211464359036104	4.665676889325422e-7	-0.7351672524025592	0.021233360714578205	-1.0827849687208775	5.1473994749767685e-5
ENSMUSG00000030122	Ptms	Ptms	69202	parathymosin	-1.3042613127215656	4.831876635192436e-7	-0.4731822265848954	0.05070524862844579	-0.694886166591173	6.711196576674178e-4
ENSMUSG00000042249	Adrbk2	Grk3	320129	G protein-coupled receptor kinase 3	-4.303273648200558	5.209464971927193e-7	-0.08367821122535245	0.9357768495811056	-4.90035731634385	1.3419234300074222e-12
ENSMUSG00000026458	Ppfia4	Ppfia4	68507	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4	-1.4592694802358859	5.85796060559426e-7	0.05909701527751923	0.9611733978414936	-4.381529474657466	4.014441349984771e-21
ENSMUSG00000078153	Psme2b	Psme2b	621823	protease (prosome, macropain) activator subunit 2B	-8.434652020051102	5.85796060559426e-7	-0.38822125921151235	0.585593352392204	-5.749233117574116	2.8511343846393414e-11
ENSMUSG00000004730	Adgre1	Adgre1	13733	adhesion G protein-coupled receptor E1	1.4526929010254832	6.555785180682455e-7	0.762515504906175	0.007063540710942676	1.0806192921105786	1.1268437150579673e-5
ENSMUSG00000040998	Npnt	Npnt	114249	nephronectin	2.162058646614186	7.170773729934039e-7	0.565089354451155	0.38384010548790576	1.124244434367787	0.003135050435075532
ENSMUSG00000021127	Zfp36l1	Zfp36l1	12192	zinc finger protein 36, C3H type-like 1	-2.0232675558155298	8.262500696412175e-7	0.4487145579555175	0.17516894498312208	-0.5575617308801628	0.035425761294561126
ENSMUSG00000022636	Alcam	Alcam	11658	activated leukocyte cell adhesion molecule	3.5006066027123652	8.311594301322892e-7	0.8923750664601177	0.5062108007334118	1.802749510813109	0.007841317779446291
ENSMUSG00000082423	Gm15148	NA	NA	NA	8.519417471664688	8.689002143879941e-7	0.03303260668720377	1	1.3230467392709766	0.7018696167483558
ENSMUSG00000022665	Ccdc80	Ccdc80	67896	coiled-coil domain containing 80	-5.4579647575998775	8.695753861254931e-7	-8.456453139321134	1.5709797110509293e-9	-3.22713059429459	1.174746463152697e-8
ENSMUSG00000054942	Fam73a	Miga1	215708	mitoguardin 1	-1.81766374992831	9.070063604327255e-7	-2.002548434034072	2.2700494696248424e-8	-1.7128236369539012	5.640629263265672e-8
ENSMUSG00000056737	Capg	Capg	12332	capping protein (actin filament), gelsolin-like	2.0725796657417788	9.099397612926953e-7	-0.01922012326355226	0.9944329041999783	1.97155398987995	1.876935378891656e-7
ENSMUSG00000007039	Ddah2	Ddah2	51793	dimethylarginine dimethylaminohydrolase 2	-2.4882354342278457	9.336093202984241e-7	-0.20919081947743975	0.6940085793732585	-0.07822722090785124	0.9825980348110186
ENSMUSG00000032359	Ctsh	Ctsh	13036	cathepsin H	1.145096980279109	9.549868720649666e-7	0.4841525347744256	0.038349679823417124	0.007083488470088966	0.9892937009069805
ENSMUSG00000073412	Lst1	Lst1	16988	leukocyte specific transcript 1	-1.5510156432685125	1.0136089558643686e-6	-0.8138666550659233	0.0018633639220071551	0.7791585192268714	4.14232310639096e-4
ENSMUSG00000020261	Slc36a1	Slc36a1	215335	solute carrier family 36 (proton/amino acid symporter), member 1	-2.4365851298459744	1.0951171467538422e-6	-0.5617515573167836	0.13864845153476088	-0.7460566630927793	0.007979173413386066
ENSMUSG00000020388	Pdlim4	Pdlim4	30794	PDZ and LIM domain 4	-2.390956753051083	1.2014663710438745e-6	-0.03716349512151573	0.9689414442106968	-1.8726379717887796	2.3760318410844726e-8
ENSMUSG00000025938	Slco5a1	Slco5a1	240726	solute carrier organic anion transporter family, member 5A1	-8.414819906429203	1.2134568542351532e-6	-8.293519384635028	4.176881256257821e-8	-8.26189555253921	1.5780736311577094e-10
ENSMUSG00000101496	Gm8885	NA	NA	NA	7.14558712255314	1.2661626644663223e-6	-3.0785445521040886	0.6372598717018184	-0.9492641315694964	0.8036752678899788
ENSMUSG00000096449	Gm4076	NA	NA	NA	7.88029278942187	1.2661626644663223e-6	0.0214856502728757	1	7.306345922902821	1.058238690652832e-6
ENSMUSG00000027399	Il1a	Il1a	16175	interleukin 1 alpha	-5.085640233796503	1.3603188670403013e-6	0.0333686032247017	0.9874057807489677	-0.21732016154248887	0.6529574224352169
ENSMUSG00000042684	Npl	Npl	74091	N-acetylneuraminate pyruvate lyase	-2.4324604745428897	1.6073240639724887e-6	-1.5095294159476662	4.778576373358314e-5	-1.4230652005811513	9.489508745289999e-6
ENSMUSG00000045287	Rtn4rl1	Rtn4rl1	237847	reticulon 4 receptor-like 1	-4.4874902679802595	1.6073240639724887e-6	0.9830967952855513	0.009086446603574763	-1.2816784621946269	7.849339941042246e-4
ENSMUSG00000040125	Gpr26	Gpr26	233919	G protein-coupled receptor 26	3.349924179268449	1.8117224416549097e-6	0.5409788979665603	0.7514113667702584	1.5279800941095953	0.0330623846560804
ENSMUSG00000023452	Pisd	Pisd	320951	phosphatidylserine decarboxylase	1.346703628720881	1.8422502174027157e-6	0.17594557202039993	0.7211775762802284	1.741719142211584	9.015451929683826e-11
ENSMUSG00000039682	Lap3	Lap3	66988	leucine aminopeptidase 3	1.8349141120733963	1.9781490913018275e-6	1.7581853994839	1.1703970736541332e-6	1.462953399745717	7.20658126232588e-6
ENSMUSG00000022876	Samsn1	Samsn1	67742	SAM domain, SH3 domain and nuclear localization signals, 1	-1.9314881739987877	2.0709775329580506e-6	-0.18296134909413345	0.7060560418621004	0.5077124887887275	0.03791496159808538
ENSMUSG00000021200	Asb2	Asb2	65256	ankyrin repeat and SOCS box-containing 2	-3.3384393479198757	2.0893129381736373e-6	0.07474471058559962	0.9376915126623286	-1.00381444733564	0.004416128138426724
ENSMUSG00000038763	Alpk3	Alpk3	116904	alpha-kinase 3	-9.170168955963751	2.0893129381736373e-6	-9.236780833287089	1.0930669593305517e-7	-9.181804528604628	1.7243225524943076e-9
